                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.64455,                0.48004,                0.88457,                0.99453,                      1,                  0.995,                0.89492,                0.59999,                0.38639,                 0.8522,              0.0014426,              0.0014426,              0.0014426
                     37,                0.64997,                0.46393,                0.90062,                0.98667,                      1,                  0.995,                 0.8636,                0.63767,                0.35046,                0.88275,               0.001436,               0.001436,               0.001436
                     38,                0.61652,                0.44516,                0.88727,                0.99586,                0.99949,                  0.995,                0.87815,                0.61467,                0.37026,                0.86909,              0.0014294,              0.0014294,              0.0014294
                     39,                0.63012,                0.46384,                0.87821,                0.99417,                0.98718,                0.99475,                0.85889,                0.66956,                 0.3747,                0.87262,              0.0014228,              0.0014228,              0.0014228
                     40,                0.60366,                0.44093,                 0.8739,                0.99286,                 0.9978,                  0.995,                0.86722,                0.63457,                0.34184,                0.86706,              0.0014161,              0.0014161,              0.0014161
                     41,                0.62754,                0.44244,                0.89154,                0.99317,                 0.9985,                  0.995,                0.87673,                0.58737,                0.33639,                 0.8549,              0.0014095,              0.0014095,              0.0014095
                     42,                0.61738,                 0.4396,                0.88407,                0.98019,                0.97578,                  0.995,                0.86961,                0.59166,                0.38907,                0.86822,              0.0014029,              0.0014029,              0.0014029
                     43,                0.62131,                0.43385,                0.88272,                0.97312,                0.99159,                  0.995,                0.89812,                0.58502,                0.34778,                0.85355,              0.0013963,              0.0013963,              0.0013963
                     44,                0.60068,                0.43607,                0.87592,                      1,                0.92081,                 0.9925,                0.85919,                0.65692,                0.47481,                0.87389,              0.0013897,              0.0013897,              0.0013897
                     45,                0.63404,                0.44736,                0.88247,                0.99273,                0.99935,                  0.995,                0.86599,                0.57923,                0.33171,                0.86229,              0.0013831,              0.0013831,              0.0013831
                     46,                0.63118,                0.44028,                0.89128,                0.99495,                      1,                  0.995,                0.87608,                0.60865,                0.34314,                 0.8643,              0.0013765,              0.0013765,              0.0013765
