                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                0.37828,                0.25543,                0.82258,                0.98487,                      1,                0.99455,                 0.9682,                0.29496,                0.19229,                0.80685,              0.0061588,              0.0061588,              0.0061588
                    100,                0.37869,                0.25818,                0.82321,                0.98466,                      1,                0.99455,                0.96302,                0.33855,                0.19175,                0.81352,              0.0061192,              0.0061192,              0.0061192
                    101,                0.37644,                0.25538,                 0.8198,                0.97059,                      1,                0.99425,                0.97027,                0.30812,                0.19857,                  0.809,              0.0060796,              0.0060796,              0.0060796
                    102,                0.37041,                0.25216,                0.82645,                0.98423,                      1,                0.98201,                0.95396,                0.30786,                0.19872,                0.80702,                0.00604,                0.00604,                0.00604
                    103,                  0.375,                0.25498,                0.82308,                0.98377,                      1,                0.99485,                0.97158,                0.30685,                0.18161,                0.80615,              0.0060004,              0.0060004,              0.0060004
                    104,                0.37965,                 0.2533,                0.82014,                0.98507,                      1,                  0.995,                0.97475,                0.28441,                0.21944,                0.80053,              0.0059608,              0.0059608,              0.0059608
                    105,                0.36527,                0.25183,                0.82462,                0.99907,                      1,                  0.995,                0.96024,                0.31175,                0.18993,                 0.8057,              0.0059212,              0.0059212,              0.0059212
                    106,                0.38253,                0.25973,                0.83053,                0.98506,                0.99896,                0.99455,                 0.9626,                0.30362,                0.18835,                0.81071,              0.0058816,              0.0058816,              0.0058816
                    107,                0.36269,                0.24616,                0.81483,                0.98456,                      1,                 0.9944,                0.97074,                0.30556,                0.19367,                0.81132,               0.005842,               0.005842,               0.005842
                    108,                0.36388,                0.24782,                0.81957,                      1,                0.98427,                0.99443,                0.97203,                 0.2976,                0.21947,                0.80115,              0.0058024,              0.0058024,              0.0058024
                    109,                0.36782,                0.25024,                0.83047,                0.98484,                      1,                0.99455,                0.96112,                0.31183,                0.19081,                0.80862,              0.0057628,              0.0057628,              0.0057628
                    110,                0.36124,                0.25198,                0.82726,                0.98442,                      1,                0.99485,                0.96687,                0.30708,                0.18476,                 0.8078,              0.0057232,              0.0057232,              0.0057232
                    111,                0.35923,                0.24422,                0.82172,                0.98483,                      1,                0.99485,                0.96871,                0.29156,                0.18128,                0.80664,              0.0056836,              0.0056836,              0.0056836
