                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    134,                0.21695,                0.18017,                0.90109,                0.99138,                      1,                0.99492,                0.98022,                 0.2315,                0.16631,                0.62057,             0.00095456,             0.00095456,             0.00095456
                    135,                0.20625,                0.17099,                0.90024,                0.99866,                      1,                  0.995,                0.96974,                 0.2636,                0.18946,                0.64155,             0.00094664,             0.00094664,             0.00094664
                    136,                0.20831,                0.16875,                0.90081,                 0.9983,                0.99194,                  0.995,                0.97766,                0.21773,                0.17189,                0.60805,             0.00093872,             0.00093872,             0.00093872
                    137,                0.21012,                0.17433,                0.90231,                0.99941,                      1,                  0.995,                 0.9785,                0.22778,                0.18075,                0.62017,              0.0009308,              0.0009308,              0.0009308
                    138,                0.21184,                0.17366,                0.89673,                0.99932,                      1,                  0.995,                0.97881,                0.22879,                0.16994,                0.63036,             0.00092288,             0.00092288,             0.00092288
                    139,                0.20291,                0.16774,                0.89373,                      1,                0.99669,                  0.995,                0.97936,                0.22063,                0.18572,                0.60729,             0.00091496,             0.00091496,             0.00091496
                    140,                0.19997,                0.16667,                0.88853,                0.99725,                0.99194,                  0.995,                 0.9745,                0.23213,                0.17656,                0.62153,             0.00090704,             0.00090704,             0.00090704
                    141,                0.21005,                0.16768,                0.89668,                0.99198,                0.99774,                0.99476,                0.97775,                0.21445,                0.16932,                0.60587,             0.00089912,             0.00089912,             0.00089912
                    142,                0.20256,                0.16608,                0.89122,                0.99198,                0.99801,                0.99484,                 0.9773,                0.22173,                0.14968,                0.61383,              0.0008912,              0.0008912,              0.0008912
                    143,                0.19512,                0.16239,                0.89141,                0.99197,                 0.9958,                  0.995,                0.98427,                0.19916,                0.16271,                0.58063,             0.00088328,             0.00088328,             0.00088328
                    144,                 0.2082,                0.16615,                0.89679,                0.99548,                0.99194,                  0.995,                0.98005,                0.21482,                0.18437,                 0.6089,             0.00087536,             0.00087536,             0.00087536
                    145,                    inf,                 0.1687,                0.89747,                0.99118,                      1,                0.99492,                0.97739,                0.21764,                0.19666,                0.59611,             0.00086744,             0.00086744,             0.00086744
                    146,                0.21187,                0.17218,                0.89663,                0.98907,                      1,                0.99492,                 0.9731,                0.20341,                0.16271,                0.59618,             0.00085952,             0.00085952,             0.00085952
                    147,                0.19982,                0.16476,                0.89563,                  0.992,                0.99976,                  0.995,                0.97754,                0.20198,                0.13747,                  0.581,              0.0008516,              0.0008516,              0.0008516
                    148,                0.20229,                0.16629,                0.89704,                0.99976,                      1,                  0.995,                0.98491,                0.19303,                0.14129,                0.58145,             0.00084368,             0.00084368,             0.00084368
                    149,                0.19813,                0.16721,                0.89813,                0.99144,                      1,                0.99492,                 0.9813,                0.21114,                0.15722,                0.59459,             0.00083576,             0.00083576,             0.00083576
                    150,                0.20108,                0.16536,                0.89599,                0.99154,                      1,                  0.995,                 0.9831,                0.21045,                0.15684,                0.59759,             0.00082784,             0.00082784,             0.00082784
                    151,                0.19731,                0.16244,                0.89143,                 0.9857,                      1,                0.99436,                0.97627,                0.21435,                0.16078,                 0.5986,             0.00081992,             0.00081992,             0.00081992
                    152,                0.20095,                0.16302,                0.88893,                0.99733,                      1,                  0.995,                0.98177,                0.21309,                0.14295,                0.59924,               0.000812,               0.000812,               0.000812
                    153,                0.20251,                 0.1613,                0.89052,                0.99934,                      1,                  0.995,                0.97451,                0.22854,                0.15469,                 0.6188,             0.00080408,             0.00080408,             0.00080408
                    154,                0.19897,                0.16142,                0.89839,                0.99158,                      1,                  0.995,                0.97929,                0.21865,                0.15151,                0.59691,             0.00079616,             0.00079616,             0.00079616
                    155,                0.20116,                0.16242,                0.89221,                0.99885,                      1,                  0.995,                0.98454,                0.20015,                0.14286,                 0.5862,             0.00078824,             0.00078824,             0.00078824
                    156,                 0.1862,                0.15455,                0.88594,                0.99934,                      1,                  0.995,                0.98063,                0.20353,                0.12764,                0.60455,             0.00078032,             0.00078032,             0.00078032
                    157,                0.18609,                0.15555,                0.89499,                0.99949,                      1,                  0.995,                0.97516,                0.21809,                0.13774,                0.61401,              0.0007724,              0.0007724,              0.0007724
                    158,                0.19288,                0.15395,                0.89033,                0.99167,                      1,                  0.995,                0.97843,                0.21078,                0.15284,                0.59095,             0.00076448,             0.00076448,             0.00076448
